House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
36,Exeter Street,Rita,Fisher,22,Head,Single,Female,University Student,None,Catholic
37,Exeter Street,Fiona,Henderson,53,Head,Married,Female,"Scientist, marine",None,None
37,Exeter Street,Leon,Henderson,56,Husband,Married,Male,"Scientist, research (life sciences)",None,None
37,Exeter Street,Aaron,Henderson,19,Son,Divorced,Male,University Student,None,None
37,Exeter Street,Charlene,Henderson,17,Daughter,NA,Female,Student,None,NA
37,Exeter Street,Joshua,Henderson,15,Son,NA,Male,Student,None,NA
38,Exeter Street,Kathryn,Ahmed,68,Head,Widowed,Female,Retired Special educational needs teacher,None,None
39,Exeter Street,Martyn,Richards,48,Head,Single,Male,Volunteer coordinator,None,Jewish
40,Exeter Street,Amy,Anderson,49,Head,Divorced,Female,Web designer,None,Methodist
40,Exeter Street,Frederick,Jones,17,Son,NA,Male,Student,None,NA
40,Exeter Street,Brenda,Jones,13,Daughter,NA,Female,Student,None,NA
41,Exeter Street,Gemma,Williams,50,Head,Single,Female,Broadcast engineer,None,Catholic
41,Exeter Street,Carole,Power,58,None,Single,Female,Seismic interpreter,Physical Disability,None
41,Exeter Street,Terence,Lloyd,18,None,Single,Male,Student,None,NA
42,Exeter Street,Jamie,Willis,43,Head,Single,Male,Primary school teacher,None,None
42,Exeter Street,Jill,Williams,43,Partner,Single,Female,Field seismologist,None,None
43,Exeter Street,Mary,Smith,42,Head,Married,Female,Charity fundraiser,None,None
43,Exeter Street,Julian,Smith,48,Husband,Married,Male,"Therapist, speech and language",None,None
43,Exeter Street,Louise,Smith,8,Daughter,NA,Female,Student,None,NA
44,Exeter Street,Rachael,Lawrence,43,Head,Married,Female,Television camera operator,None,Methodist
44,Exeter Street,Kieran,Lawrence,41,Husband,Married,Male,"Designer, interior/spatial",None,Methodist
44,Exeter Street,Mandy,Lawrence,8,Daughter,NA,Female,Student,Unknown Infection,NA
44,Exeter Street,Kathryn,Lawrence,7,Daughter,NA,Female,Student,None,NA
45,Exeter Street,Heather,Lambert,51,Head,Married,Female,Magazine features editor,None,Christian
45,Exeter Street,Richard,Lambert,52,Husband,Married,Male,Make,None,Christian
45,Exeter Street,Zoe,Lambert,16,Adopted Daughter,NA,Female,Student,None,NA
46,Exeter Street,Heather,Parsons,44,Head,Divorced,Female,Charity fundraiser,None,Methodist
46,Exeter Street,Eric,Parsons,16,Son,NA,Male,Student,None,NA
47,Exeter Street,Martin,Thomas,62,Head,Single,Male,Site engineer,None,Christian
48,Exeter Street,Susan,Jones,24,Head,Single,Female,Ambulance person,None,Methodist
48,Exeter Street,Stuart,Grant,24,Partner,Single,Male,Bonds trader,None,Methodist
49,Exeter Street,Helen,Jones,74,Head,Widowed,Female,Retired Personnel officer,None,Catholic
50,Exeter Street,Molly,Hughes,35,Head,Married,Female,Furniture designer,None,Catholic
50,Exeter Street,Toby,Hughes,39,Husband,Married,Male,"Administrator, local government",None,Catholic
51,Exeter Street,Christian,Roberts,34,Head,Divorced,Male,Chief Executive Officer,None,None
51,Exeter Street,Jake,Gray,8,Step-Son,NA,Male,Student,None,NA
52,Exeter Street,Samantha,Dyer,55,Head,Married,Female,"Development worker, international aid",None,None
52,Exeter Street,Reece,Dyer,57,Husband,Married,Male,Information systems manager,None,None
53,Exeter Street,Jane,Baker,68,Head,Married,Female,Retired Medical laboratory scientific officer,None,Christian
53,Exeter Street,Rhys,Baker,70,Husband,Married,Male,Retired Art therapist,None,None
54,Exeter Street,Alison,Hopkins,51,Head,Married,Female,Agricultural engineer,None,Catholic
54,Exeter Street,Timothy,Hopkins,54,Husband,Married,Male,"Psychologist, occupational",None,Catholic
54,Exeter Street,Paige,Hopkins,15,Adopted Daughter,NA,Female,Student,None,NA
54,Exeter Street,Russell,Hopkins,11,Son,NA,Male,Student,None,NA
1,Sutton Drive,Richard,Green,53,Head,Single,M,"Designer, television/film set",None,None
2,Sutton Drive,Teresa,Brown,55,Head,Married,Female,Research scientist (physical sciences),None,Christian
2,Sutton Drive,Gareth,Brown,56,Husband,Married,Male,"Engineer, petroleum",None,Christian
2,Sutton Drive,Terence,Brown,29,Son,Single,Male,"Engineer, petroleum",None,None
3,Sutton Drive,Mary,Hughes,36,Head,Married,Female,"Scientist, audiological",None,Christian
3,Sutton Drive,Phillip,Hughes,36,Husband,Married,Male,Further education lecturer,None,Christian
3,Sutton Drive,Carol,Hughes,12,Daughter,NA,Female,Student,None,NA
4,Sutton Drive,Cameron,Wells,38,Head,Married,Male,Meteorologist,None,None
4,Sutton Drive,Jemma,Williams,35,Wife,Married,Female,Community development worker,None,None
5,Sutton Drive,Ian,Bowen,61,Head,Single,Male,Medical secretary,None,Christian
6,Sutton Drive,Jean,Smith,23,Head,Single,Female,Licensed conveyancer,None,Christian
6,Sutton Drive,Patrick,Smith,1,Son,NA,Male,Child,None,NA
6,Sutton Drive,Tracey,Lowe,60,Cousin,Divorced,Female,Personnel officer,None,Catholic
6,Sutton Drive,Alison,Smith,23,Lodger,Divorced,Female,Games developer,None,None
7,Sutton Drive,Bethan,Brown,37,Head,Single,Female,Unemployed,None,Methodist
7,Sutton Drive,Ronald,Brown,3,Son,NA,Male,Child,None,NA
7,Sutton Drive,Deborah,Brown,0,Daughter,NA,Female,Child,None,NA
8,Sutton Drive,Christine,Hill,42,Head,Married,Female,Illustrator,None,None
8,Sutton Drive,Gary,Hill,42,Husband,Married,Male,"Designer, textile",None,None
8,Sutton Drive,Katie,Hill,17,Daughter,NA,Female,Student,None,NA
8,Sutton Drive,Abdul,Hill,10,Son,NA,Male,Student,None,NA
9,Sutton Drive,Diana,Butler,71,Head,Widowed,Female,Retired Warden/ranger,None,Christian
10,Sutton Drive,Abigail,Giles,20,Head,Single,Female,University Student,None,Catholic
10,Sutton Drive,William,Harris,30,None,Single,Male,"Therapist, sports",None,Christian
10,Sutton Drive,Phillip,Warren,58,None,Single,Male,Chemical engineer,None,Christian
11,Sutton Drive,Norman,Bradley,19,Head,Single,Male,University Student,None,Methodist
11,Sutton Drive,Julia,Hunter,19,Partner,Single,Female,University Student,None,Methodist
12,Sutton Drive,Tracy,Page,65,Head,Married,Female,Pharmacologist,None,None
12,Sutton Drive,Jason,Page,71,Husband,Married,m,Retired Pensions consultant,None,None
12,Sutton Drive,Emma,Page,31,Daughter,Single,Female,Commercial horticulturist,None,None
13,Sutton Drive,Sean,Thomas,45,Head,Married,Male,"Journalist, newspaper",None,None
13,Sutton Drive,Kimberley,Thomas,43,Wife,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
13,Sutton Drive,Grace,Thomas,0,Daughter,NA,Female,Child,None,NA
13,Sutton Drive,Eleanor,Thomas,0,Daughter,NA,Female,Child,None,NA
14,Sutton Drive,Beverley,Scott,50,Head,Married,Female,Actuary,None,Catholic
14,Sutton Drive,Mohamed,Scott,51,Husband,Married,Male,Unemployed,None,Catholic
14,Sutton Drive,Henry,Scott,22,Son,Single,Male,University Student,None,None
15,Sutton Drive,Marie,Turner,61,Head,Single,Female,Unemployed,None,None
15,Sutton Drive,Garry,Turner,30,Son,Single,Male,Local government officer,None,None
15,Sutton Drive,Janet,Turner,30,Daughter,Single,Female,Charity officer,None,None
16,Sutton Drive,Brian,Middleton,39,Head,Single,Male,Clinical molecular geneticist,None,None
16,Sutton Drive,Heather,Jones,33,None,Single,Female,Seismic interpreter,None,Christian
16,Sutton Drive,Guy,Smith,62,None,Single,Male,Unemployed,None,Christian
16,Sutton Drive,Glen,Higgins,30,None,Single,Male,Unemployed,None,Christian
16,Sutton Drive,Jane,Jones,28,None,Single,Female,Holiday representative,None,None
17,Sutton Drive,Kayleigh,Bell,21,Head,Single,Female,University Student,None,Catholic
17,Sutton Drive,Brandon,Burrows,22,None,Single,Male,University Student,None,None
17,Sutton Drive,Lucy,Jones,29,None,Single,Female,PhD Student,None,NA
18,Sutton Drive,David,Francis,48,Head,Single,Male,Health visitor,None,Methodist
18,Sutton Drive,Sian,Ford,25,None,Single,Female,Statistician,None,Catholic
18,Sutton Drive,Mandy,Robinson,61,None,Single,Female,"Engineer, maintenance (IT)",None,Sikh
19,Sutton Drive,Jemma,Johnston,44,Head,Single,Female,Ophthalmologist, ,None
19,Sutton Drive,Joanne,Johnston,17,Daughter,NA,Female,Student,None,NA
19,Sutton Drive,Gordon,Johnston,11,Adopted Son,NA,Male,Student,None,NA
19,Sutton Drive,Abdul,Johnston,7,Son,NA,Male,Student,None,NA
20,Sutton Drive,Debra,Jones,46,Head,Married,Female,"Designer, interior/spatial",None,Christian
20,Sutton Drive,Albert,Jones,49,Husband,Married,Male,"Journalist, magazine",None,None
20,Sutton Drive,Paige,Jones,19,Daughter,Single,Female,University Student,None,Christian
20,Sutton Drive,Conor,Jones,17,Son,NA,Male,Student,None,NA
21,Sutton Drive,Damien,Wade,41,Head,Married,Male,"Education officer, community",None,Methodist
21,Sutton Drive,Cheryl,Wade,33,Wife,Married,Female,Geoscientist,None,None
21,Sutton Drive,Valerie,Wade,9,Daughter,NA,Female,Student,None,NA
22,Sutton Drive,Angela,Ingram,48,Head,Married,Female,Land/geomatics surveyor,None,None
22,Sutton Drive,Brandon,Ingram-Jordan,50,Husband,Married,Male,"Research officer, political party",None,None
22,Sutton Drive,Rosemary,Ingram-Jordan,9,Daughter,NA,Female,Student,None,NA
22,Sutton Drive,Bethany,Lees-Ingram-Jordan,4,Daughter,NA,Female,Child,None,NA
23,Sutton Drive,Diana,Smith,37,Head,Widowed,Female,Chief Strategy Officer,None,Methodist
23,Sutton Drive,Hannah,Smith,5,Daughter,NA,Female,Student,None,NA
23,Sutton Drive,David,Smith,5,Son,NA,Male,Student,None,NA
24,Sutton Drive,Simon,Hill,32,Head,Married,Male,"Research officer, political party",None,None
24,Sutton Drive,Georgina,Hill,29,Wife,Married,Female,Site engineer,None,None
24,Sutton Drive,Kelly,Hill,4,Daughter,NA,Female,Child,None,NA
25,Sutton Drive,Georgina,Baldwin,25,Head,Married,Female,Further education lecturer,None,None
25,Sutton Drive,Aaron,Baldwin,28,Husband,Married,Male,Medical laboratory scientific officer,None,None
25,Sutton Drive,Brandon,Baldwin,6,Son,NA,Male,Student,None,NA
25,Sutton Drive,Shirley,Baldwin,3,Daughter,NA,Female,Child,None,NA
26,Sutton Drive,Gail,Williams,48,Head,Divorced,Female,Unemployed,None,None
26,Sutton Drive,Jessica,Williams,22,Daughter,Single,Female,University Student,None,None
26,Sutton Drive,Raymond,Williams,18,Son,Single,Male,Student,None,None
27,Sutton Drive,Sally,French,63,Head,Married,Female,Commercial art gallery manager,None,None
27,Sutton Drive,Ross,French,64,Husband,Married,Male,Higher education careers adviser,None,None
27,Sutton Drive,Ashleigh,French,41,Daughter,Single,Female,Audiological scientist,None,None
1,Collins Mountain,Dawn,Walsh,64,Head,Married,Female,"Therapist, horticultural",None,Christian
1,Collins Mountain,Gary,Walsh,66,Husband,Married,Male,Museum/gallery exhibitions officer,None,Christian
1,Collins Mountain,Jane,Walsh,33,Daughter,Single,Female,Economist,None,None
2,Collins Mountain,Harry,Winter,twenty eight,Head,Single,Male,Building surveyor,None,Methodist
3,Collins Mountain,Brandon,Davies,42,Head,Single,Male,"Journalist, broadcasting",None,None
4,Collins Mountain,Natasha,Cartwright,31,Head,Married,Female,Architect,Disabled,Catholic
4,Collins Mountain,Nigel,Cartwright,33,Husband,Married,Male,Ambulance person,None,Catholic
5,Collins Mountain,Molly,Johnson,81,Head,Married,Female,Retired Claims inspector/assessor,None,None
5,Collins Mountain,Jordan,Johnson,87,Husband,Married,Male,Retired Financial manager,None,None
6,Collins Mountain,Leah,Johnson,52,Head,Single,Female,Minerals surveyor,None,Catholic
6,Collins Mountain,Kirsty,Johnson,24,Daughter,Divorced,Female,Cartographer,None,Catholic
6,Collins Mountain,Gavin,Johnson,23,Son,Single,Male,Insurance broker,None,None
6,Collins Mountain,William,Johnson,21,Son,Single,Male,University Student,None,Catholic
7,Collins Mountain,Teresa,Smith,40,Head,Single,Female,"Surveyor, planning and development",None,Christian
7,Collins Mountain,Edward,White,45,Partner,Single,Male,Animator,None,None
7,Collins Mountain,Damien,Smith,14,Son,NA,Male,Student,None,NA
8,Collins Mountain,Melanie,Evans,37,Head,Single,Female,Accounting technician,None,Christian
9,Collins Mountain,Julie,Miller,59,Head,Single,Female,Management consultant,None,Christian
10,Collins Mountain,Adrian,Walker,45,Head,Divorced,Male,"Editor, magazine features",None,Catholic
11,Collins Mountain,Sally,Davidson,42,Head,Single,Female,Unemployed,None,Christian
12,Collins Mountain,Malcolm,Cox,36,Head,Single,Male,Systems developer,None,Catholic
12,Collins Mountain,Paige,Jackson,61,None,Single,Female,Location manager,None,Catholic
1,Bronze Rest,Terence,Stephenson,68,Head,Single,Male,Retired Outdoor activities/education manager,None,Christian
2,Bronze Rest,Stanley,Williams,55,Head,Divorced,Male,Equality and diversity officer,None,Christian
2,Bronze Rest,Joshua,Green,62,Cousin,Single,Male,"Biochemist, clinical",None,Christian
3,Bronze Rest,Shirley,Short,18,Head,Single,Female,Student,None,NA
4,Bronze Rest,Lesley,Barnes,40,Head,Single,Female,"Doctor, hospital",None,Catholic
5,Bronze Rest,Alexander,Thornton,28,Head,Divorced,Male,Probation officer,None,None
6,Bronze Rest,Glen,Hudson,25,Head,Married,Male,Animal technologist,None,Catholic
6,Bronze Rest,Julie,Hudson,21,Wife,Married,f,University Student,None,Catholic
6,Bronze Rest,Robin,Hudson,3,Son,NA,Male,Child,None,NA
7,Bronze Rest,Alexandra,Robinson,48,Head,Married,Female,Press sub,None,Methodist
7,Bronze Rest,Jamie,Robinson,48,Husband,Married,Male,Clothing/textile technologist,None,Methodist
8,Bronze Rest,Jonathan,Sharp,73,Head,Married,Male,"Retired Therapist, occupational",None,Christian
8,Bronze Rest,Kimberley,Sharp,71,Wife,Married,Female,Retired Sports administrator,None,Christian
9,Bronze Rest,Martin,Graham,75,Head,Widowed,Male,"Retired Physicist, medical",None,None
10,Bronze Rest,Amanda,Thompson,52,Head,Married,Female,"Scientist, research (medical)",None,Christian
10,Bronze Rest,Ashley,Thompson,55,Husband,Married,Male,Unemployed,None,Christian
10,Bronze Rest,Cameron,Thompson,23,Son,Single,Male,IT technical support officer,None,Christian
11,Bronze Rest,Neil,Cooper,59,Head,Single,Male,"Surveyor, building",None,None
12,Bronze Rest,Denis,Daniels,70,Head,Divorced,Male,Retired Musician,None,Christian
13,Bronze Rest,Arthur,Wilkinson,95,Head,Married,Male,Retired Office manager,None,None
13,Bronze Rest,Ashleigh,Wilkinson,91,Wife,Married,Female,"Retired Conservation officer, nature",None,None
14,Bronze Rest,Iain,Smith,51,Head,Married,Male,"Psychologist, occupational",None,None
14,Bronze Rest,Donna,Smith,54,Wife,Married,Female,Chief of Staff,None,None
15,Bronze Rest,Hugh,Richards,62,Head,Single,Male,Licensed conveyancer,None,Christian
15,Bronze Rest,Patrick,Lucas,34,None,Single,Male,"Teacher, adult education",None,Sikh
16,Bronze Rest,Terry,Owen,69,Head,Divorced,Male,"Retired Engineer, maintenance",None,Christian
17,Bronze Rest,Teresa,Turner,45,Head,Single,Female,Forest/woodland manager,None,Methodist
17,Bronze Rest,Aimee,Turner,14,Daughter,NA,Female,Student,None,NA
17,Bronze Rest,Tracy,Turner,14,Daughter,NA,Female,Student,None,NA
18,Bronze Rest,Wayne,Winter,26,Head,Single,Male,Veterinary surgeon,None,Catholic
19,Bronze Rest,Melanie,Palmer,28,Head,Married,Female,Multimedia programmer,None,Catholic
19,Bronze Rest,Michael,Palmer,29,Husband,Married,Male,Hydrographic surveyor,None,Catholic
19,Bronze Rest,Bruce,Palmer,0,Son,NA,Male,Child,None,NA
20,Bronze Rest,Jacob,Taylor,89,Head,Widowed,Male,Retired Quantity surveyor,None,Catholic
21,Bronze Rest,Gordon,Hamilton,54,Head,Single,Male,"Designer, industrial/product",None,Christian
22,Bronze Rest,Edward,Campbell,65,Head,Widowed,Male,Unemployed,None,None
23,Bronze Rest,Ben,Elliott,65,Head,Single,Male,Research scientist (maths),None,Christian
24,Bronze Rest,Brian,Jones,45,Head,Married,Male,Rural practice surveyor,None,Christian
24,Bronze Rest,Diane,Jones,41,Wife,Married,Female,Artist,None,Christian
24,Bronze Rest,Sean,Mills,14,Son,NA,Male,Student,None,NA
25,Bronze Rest,Eric,Burke,59,Head,Single,Male,"Accountant, chartered public finance",None,None
26,Bronze Rest,Aaron,Gilbert,60,Head,Single,Male,Health physicist,None,Christian
27,Bronze Rest,Raymond,Clarke,77,Head,Widowed,Male,Retired Rural practice surveyor,None,Christian
28,Bronze Rest,Gillian,Begum,47,Head,Divorced,Female,"Buyer, retail",None,Christian
28,Bronze Rest,Matthew,Begum,22,Step-Son,Divorced,Male,University Student,None,None
28,Bronze Rest,Charlie,Begum,19,Step-Son,Single,Male,Industrial buyer,None,Christian
29,Bronze Rest,Jayne,Bond,55,Head,Divorced,Female,Volunteer coordinator,None,None
30,Bronze Rest,Garry,Ford,73,Head,Single,Male,Retired Farm manager,None,Christian
31,Bronze Rest,Catherine,Morgan,60,Head,Single,Female,Recycling officer,None,Christian
32,Bronze Rest,Olivia,Holland,34,Head,Married,Female,Public librarian,None,None
32,Bronze Rest,Alexander,Holland,33,Husband,Married,Male,Health and safety adviser,None,None
32,Bronze Rest,Kayleigh,Holland,17,Daughter,NA,Female,Student,None,NA
33,Bronze Rest,Abbie,Payne,46,Head,Divorced,Female,Haematologist,None,Muslim
33,Bronze Rest,Diane,Lloyd,49,None,Single,Female,Haematologist,None,Catholic
34,Bronze Rest,Natasha,Scott,43,Head,Married,Female,"Administrator, Civil Service",None,Catholic
34,Bronze Rest,Joshua,Scott,45,Husband,Married,Male,Dramatherapist,None,None
34,Bronze Rest,Patricia,Scott,17,Daughter,NA,Female,Student,None,NA
35,Bronze Rest,Rachel,Smith,76,Head,Divorced,Female,Retired Regulatory affairs officer,None,Christian
36,Bronze Rest,Jeffrey,Carpenter,27,Head,Single,M,"Production assistant, television",None,None
37,Bronze Rest,Patricia,Hussain,56,Head,Single,Female,Chemical engineer,None,Christian
38,Bronze Rest,Lydia,Davies,76,Head,Single,Female,"Retired Surveyor, planning and development",None,Methodist
39,Bronze Rest,Kate,Bentley,33,Head,Single,Female,"Surveyor, building",None,Christian
